TransacaoID,Data,Itens,TotalItens,Categorias
T5441,2025-02-26 12:24:16.613879,"Macarrão Espaguete, Rum, Gin, Cerveja Zero Álcool, Azeitona, Inseticida, Papinha, Fralda M",8,"Destilados, Limpeza Pesada, Massas, Bebês, Cervejas, Acompanhamentos"
T5442,2025-04-24 10:24:16.613879,"Arroz Branco, Feijão Carioca, Macarrão Espaguete, Farinha de Mandioca, Óleo de Soja, Macarrão Parafuso, Farinha de Trigo",7,"Massas, Grãos"
T5443,2025-02-19 09:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T5444,2025-03-01 09:24:16.613879,"Pão Francês, Sabonete Líquido, Manteiga, Fio Dental, Pasta de Dente, Leite Integral, Creme de Barbear, Shampoo",8,Limpeza Pessoal
T5445,2024-12-26 06:24:16.613879,"Inseticida, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",5,"Limpeza Geral, Limpeza Pesada"
T5446,2025-05-23 08:24:16.613879,"Fralda M, Lenço Umedecido, Mamadeira, Chupeta, Leite em Pó",5,Bebês
T5447,2025-06-12 10:24:16.613879,"Desentupidor, Limpa-Fornos, Álcool 70%, Limpa Vidros, Pasta de Dente, Desinfetante",6,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T5448,2025-06-14 22:24:16.613879,"Álcool 70%, Cerveja IPA, Cerveja Lager, Creme de Barbear, Fralda P, Feijão Carioca, Sabão em Pó, Lentilha, Amaciante, Papinha, Tequila, Shampoo, Feijão Preto, Amendoim, Inseticida, Condicionador, Castanha de Caju",17,"Destilados, Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5449,2025-04-28 10:24:16.613879,"Chupeta, Cerveja Lager, Detergente Industrial",3,"Cervejas, Limpeza Pesada, Bebês"
T5450,2025-03-28 10:24:16.613879,"Azeitona, Cachaça, Rum, Gin, Whisky, Cerveja Weiss, Biscoito de Polvilho, Tequila",8,"Cervejas, Destilados, Acompanhamentos"
T5451,2025-01-26 11:24:16.613879,"Fralda M, Fralda XG, Mamadeira, Chupeta, Papinha, Leite em Pó",6,Bebês
T5452,2024-12-23 09:24:16.613879,"Arroz Branco, Cachaça, Vodka, Feijão Carioca, Gin, Whisky, Óleo de Soja, Tequila",8,"Grãos, Destilados"
T5453,2025-05-26 07:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T5454,2025-01-19 12:24:16.613879,"Lenço Umedecido, Cerveja Artesanal, Limpa-Fornos, Vinho Branco, Vinho do Porto, Azeitona, Espumante, Arroz Branco, Leite em Pó, Pasta de Amendoim, Inseticida, Água Sanitária, Sabão em Pó, Cerveja Pilsen",14,"Limpeza Pesada, Vinhos, Bebês, Cervejas, Limpeza Geral, Grãos, Acompanhamentos"
T5455,2024-12-30 07:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T5456,2025-05-28 10:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T5457,2025-02-24 05:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Fralda P, Fio Dental, Pomada Assadura, Shampoo, Creme de Barbear",7,"Limpeza Pessoal, Bebês"
T5458,2025-03-08 10:24:16.613879,"Fralda M, Mamadeira, Fralda G, Leite em Pó",4,Bebês
T5459,2025-02-09 03:24:16.613879,"Amendoim, Cachaça, Vodka, Rum, Cerveja Pilsen, Whisky, Batata Chips",7,"Cervejas, Destilados, Acompanhamentos"
T5460,2024-12-24 03:24:16.613879,"Tequila, Limpa-Fornos, Arroz Branco, Inseticida, Desinfetante, Feijão Preto, Cerveja Weiss, Fralda XG",8,"Destilados, Limpeza Pesada, Bebês, Cervejas, Grãos"
T5461,2025-01-25 06:24:16.613879,"Multiuso, Gin, Cerveja IPA, Arroz Branco, Pasta de Dente, Macarrão Parafuso, Vinho Branco, Biscoito de Polvilho, Feijão Carioca, Whisky, Inseticida, Shampoo, Cerveja Artesanal, Condicionador",14,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Vinhos, Cervejas, Grãos, Acompanhamentos"
T5462,2025-05-17 10:24:16.613879,"Cerveja Zero Álcool, Macarrão Instantâneo, Vinho Rosé, Gin, Fralda G, Pasta de Dente, Vinho Tinto Seco, Cerveja IPA, Sabão em Pó, Pasta de Amendoim",10,"Destilados, Massas, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Limpeza Geral, Acompanhamentos"
T5463,2025-05-09 11:24:16.613879,"Arroz Branco, Feijão Carioca, Gin, Óleo de Soja",4,"Grãos, Destilados"
T5464,2025-03-13 04:24:16.613879,"Shampoo, Amendoim, Macarrão Instantâneo, Fralda XG, Cerveja Pilsen, Sabonete Líquido, Inseticida, Cachaça, Leite em Pó, Batata Chips, Cerveja Lager, Salgadinhos, Rum, Cerveja Artesanal, Pomada Assadura, Azeitona, Arroz Integral",17,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Cervejas, Grãos, Acompanhamentos"
T5465,2025-05-26 12:24:16.613879,"Pasta de Amendoim, Vinho Branco, Vinho Tinto Seco, Biscoito Salgado, Inseticida, Biscoito de Polvilho, Cerveja Lager, Vinho do Porto, Amaciante, Limpa Vidros, Chupeta, Azeitona, Multiuso, Mamadeira, Papinha, Macarrão Espaguete, Castanha de Caju, Lentilha",18,"Limpeza Pesada, Massas, Bebês, Limpeza Geral, Vinhos, Cervejas, Grãos, Acompanhamentos"
T5466,2025-05-09 06:24:16.613879,"Inseticida, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",5,"Limpeza Geral, Limpeza Pesada"
T5467,2025-06-03 00:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T5468,2025-03-28 09:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Fio Dental, Pasta de Dente, Leite em Pó",7,"Limpeza Pessoal, Bebês"
T5469,2025-03-31 08:24:16.613879,"Arroz Branco, Feijão Carioca, Cerveja Pilsen, Cerveja Weiss, Óleo de Soja, Cerveja Zero Álcool, Cerveja IPA, Cerveja Lager",8,"Cervejas, Grãos"
T5470,2025-04-01 10:24:16.613879,"Arroz Branco, Azeitona, Feijão Carioca, Óleo de Soja",4,"Grãos, Acompanhamentos"
T5471,2025-04-09 03:24:16.613879,"Whisky, Limpa Vidros, Cerveja Lager, Amaciante, Detergente Industrial, Cerveja IPA, Fio Dental, Pomada Assadura, Creme de Barbear, Salgadinhos, Inseticida, Feijão Carioca, Macarrão Penne, Fralda G",14,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5472,2025-02-22 09:24:16.613879,"Arroz Branco, Feijão Carioca, Fio Dental, Óleo de Soja",4,"Grãos, Limpeza Pessoal"
T5473,2025-05-21 00:24:16.613879,"Limpa-Fornos, Desentupidor, Água Sanitária, Amaciante, Sabão em Pó",5,"Limpeza Geral, Limpeza Pesada"
T5474,2025-02-28 05:24:16.613879,"Biscoito Salgado, Tequila, Sabonete Líquido, Cerveja Weiss, Desinfetante, Whisky, Cerveja IPA, Gin, Fralda G, Fralda P, Shampoo",11,"Destilados, Limpeza Pesada, Limpeza Pessoal, Bebês, Cervejas, Acompanhamentos"
T5475,2025-01-15 08:24:16.613879,"Pasta de Dente, Amaciante, Limpa Vidros, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral"
T5476,2025-05-26 12:24:16.613879,"Vodka, Vinho do Porto, Arroz Branco, Fio Dental, Saco de Lixo, Sabão em Pó, Gin, Espumante, Lenço Umedecido, Fralda M, Vinho Tinto Seco, Limpa-Fornos, Leite em Pó, Farinha de Mandioca, Shampoo, Vinho Rosé, Pasta de Dente, Lentilha, Cerveja Pilsen",19,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Bebês, Limpeza Geral, Vinhos, Cervejas, Grãos"
T5477,2024-12-24 01:24:16.613879,"Vinho Tinto Seco, Mamadeira, Multiuso, Castanha de Caju, Espumante, Lenço Umedecido, Chupeta, Feijão Preto",8,"Bebês, Limpeza Geral, Vinhos, Grãos, Acompanhamentos"
T5478,2025-06-01 02:24:16.613879,"Azeitona, Biscoito de Polvilho, Torradas, Cerveja Weiss",4,"Cervejas, Acompanhamentos"
T5479,2025-03-23 12:24:16.613879,"Limpa-Fornos, Condicionador, Shampoo, Pasta de Dente, Saco de Lixo, Chupeta, Cerveja Weiss, Multiuso, Desentupidor, Tábua de Queijos, Leite em Pó, Grão-de-Bico, Arroz Branco, Cerveja Lager",14,"Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5480,2025-01-03 01:24:16.613879,"Álcool 70%, Limpa Vidros, Multiuso, Amaciante, Sabão em Pó, Desinfetante, Saco de Lixo",7,"Limpeza Pesada, Limpeza Geral"
T5481,2025-05-28 12:24:16.613879,"Fralda M, Desentupidor, Feijão Preto, Vinho Branco, Leite em Pó, Limpa-Fornos, Cerveja Lager, Fralda XG, Fralda G",9,"Limpeza Pesada, Vinhos, Bebês, Cervejas, Grãos"
T5482,2025-01-19 02:24:16.613879,"Vinho Branco, Papinha, Vinho Rosé, Amaciante, Desentupidor, Saco de Lixo, Fio Dental, Limpa-Fornos, Shampoo",9,"Limpeza Pesada, Limpeza Pessoal, Bebês, Limpeza Geral, Vinhos"
T5483,2025-04-04 10:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Fio Dental, Pasta de Dente, Leite em Pó",7,"Limpeza Pessoal, Bebês"
T5484,2025-03-11 10:24:16.613879,"Rum, Gin, Cerveja IPA, Castanha de Caju, Tábua de Queijos, Tequila",6,"Cervejas, Destilados, Acompanhamentos"
T5485,2025-05-28 10:24:16.613879,"Arroz Branco, Feijão Carioca, Álcool 70%, Limpa Vidros, Óleo de Soja, Multiuso, Amaciante, Saco de Lixo",8,"Grãos, Limpeza Geral"
T5486,2025-04-09 09:24:16.613879,"Amendoim, Biscoito Salgado, Torradas, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips, Tábua de Queijos",7,"Cervejas, Acompanhamentos"
T5487,2025-03-31 01:24:16.613879,"Sabonete Líquido, Fralda M, Mamadeira, Fio Dental, Leite em Pó",5,"Limpeza Pessoal, Bebês"
T5488,2025-01-05 10:24:16.613879,"Arroz Branco, Feijão Carioca, Feijão Preto, Óleo de Soja, Grão-de-Bico, Arroz Integral",6,Grãos
T5489,2025-03-19 04:24:16.613879,"Cachaça, Limpa Vidros, Tequila, Torradas, Cerveja Artesanal, Sabão em Pó, Vinho Tinto Seco",7,"Destilados, Vinhos, Limpeza Geral, Cervejas, Acompanhamentos"
T5490,2025-03-07 04:24:16.613879,"Amendoim, Biscoito Salgado, Pasta de Amendoim, Cerveja Pilsen, Batata Chips, Tábua de Queijos",6,"Cervejas, Acompanhamentos"
T5491,2025-02-17 09:24:16.613879,"Arroz Branco, Feijão Carioca, Shampoo, Óleo de Soja",4,"Grãos, Limpeza Pessoal"
T5492,2025-05-12 00:24:16.613879,"Macarrão Espaguete, Saco de Lixo, Rum, Pasta de Dente",4,"Massas, Limpeza Pessoal, Destilados, Limpeza Geral"
T5493,2025-06-13 05:24:16.613879,"Farinha de Mandioca, Sabão em Pó, Chupeta, Torradas, Whisky, Vinho Branco, Limpa-Fornos, Álcool 70%, Saco de Lixo, Castanha de Caju, Amaciante, Farinha de Trigo",12,"Destilados, Limpeza Pesada, Massas, Limpeza Geral, Bebês, Vinhos, Acompanhamentos"
T5494,2025-02-08 09:24:16.613879,"Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",5,"Limpeza Geral, Limpeza Pesada"
T5495,2025-04-12 07:24:16.613879,"Álcool 70%, Limpa Vidros, Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T5496,2025-02-21 10:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T5497,2025-02-25 05:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T5498,2025-05-10 10:24:16.613879,"Álcool 70%, Água Sanitária, Multiuso, Amaciante, Sabão em Pó, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T5499,2025-06-05 11:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T5500,2025-04-26 05:24:16.613879,"Arroz Branco, Feijão Carioca, Fralda XG, Óleo de Soja, Pomada Assadura",5,"Grãos, Bebês"
T5501,2025-03-23 04:24:16.613879,Vinho Tinto Seco,1,Vinhos
T5502,2025-04-21 11:24:16.613879,"Fralda M, Lenço Umedecido, Fralda XG, Fralda P, Mamadeira, Fralda G, Pomada Assadura",7,Bebês
T5503,2025-04-23 08:24:16.613879,"Chupeta, Cerveja Pilsen, Cachaça, Torradas, Amendoim, Cerveja Artesanal, Limpa-Fornos, Lenço Umedecido, Pomada Assadura, Macarrão Espaguete, Farinha de Trigo, Detergente Industrial, Arroz Integral, Lentilha, Whisky, Papinha, Salgadinhos",17,"Destilados, Limpeza Pesada, Massas, Bebês, Cervejas, Grãos, Acompanhamentos"
T5504,2025-03-02 10:24:16.613879,"Pão Francês, Manteiga, Gin, Leite Integral, Tequila",5,Destilados
T5505,2025-03-31 11:24:16.613879,"Limpa-Fornos, Desentupidor, Álcool 70%, Limpa Vidros, Água Sanitária, Pasta de Dente, Desinfetante",7,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T5506,2025-05-22 07:24:16.613879,"Vodka, Pomada Assadura, Fralda XG, Gin, Pasta de Amendoim, Pasta de Dente, Chupeta, Biscoito Salgado, Mamadeira, Macarrão Penne, Creme de Barbear, Fralda G, Álcool 70%, Tequila, Vinho Tinto Seco, Inseticida, Cerveja IPA",17,"Cervejas, Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Vinhos, Acompanhamentos"
T5507,2025-02-19 08:24:16.613879,"Arroz Branco, Feijão Carioca, Álcool 70%, Óleo de Soja, Saco de Lixo",5,"Grãos, Limpeza Geral"
T5508,2025-01-21 08:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T5509,2025-06-02 11:24:16.613879,"Arroz Branco, Amendoim, Feijão Carioca, Torradas, Óleo de Soja, Castanha de Caju",6,"Grãos, Acompanhamentos"
T5510,2025-04-09 10:24:16.613879,"Pão Francês, Manteiga, Vinho do Porto, Vinho Branco, Espumante, Leite Integral",6,Vinhos
T5511,2025-01-02 10:24:16.613879,"Arroz Branco, Feijão Carioca, Sabão em Pó, Óleo de Soja",4,"Grãos, Limpeza Geral"
T5512,2025-06-07 05:24:16.613879,"Lenço Umedecido, Fralda P, Mamadeira, Fralda G, Pomada Assadura",5,Bebês
T5513,2025-03-09 05:24:16.613879,"Azeitona, Pasta de Amendoim, Biscoito de Polvilho, Cerveja Weiss",4,"Cervejas, Acompanhamentos"
T5514,2025-06-01 06:24:16.613879,"Detergente Industrial, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T5515,2025-01-30 05:24:16.613879,Feijão Preto,1,Grãos
T5516,2025-03-30 10:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Acompanhamentos"
T5517,2025-01-02 09:24:16.613879,"Amendoim, Azeitona, Salgadinhos, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips, Castanha de Caju",7,"Cervejas, Acompanhamentos"
T5518,2025-01-22 09:24:16.613879,"Arroz Branco, Feijão Carioca, Sabão em Pó, Óleo de Soja",4,"Grãos, Limpeza Geral"
T5519,2025-05-27 03:24:16.613879,"Água Sanitária, Limpa-Fornos, Amaciante, Sabão em Pó",4,"Limpeza Geral, Limpeza Pesada"
T5520,2025-06-03 11:24:16.613879,"Inseticida, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",6,"Limpeza Geral, Limpeza Pesada"
T5521,2025-03-21 06:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Fio Dental",4,"Limpeza Pessoal, Bebês"
T5522,2025-04-08 05:24:16.613879,"Amendoim, Rum, Cachaça, Cerveja Pilsen, Whisky, Batata Chips, Tequila",7,"Cervejas, Destilados, Acompanhamentos"
T5523,2024-12-20 23:24:16.613879,"Biscoito de Polvilho, Tequila",2,"Destilados, Acompanhamentos"
T5524,2025-06-18 08:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T5525,2025-03-16 04:24:16.613879,"Desentupidor, Álcool 70%, Inseticida, Detergente Industrial, Limpa Vidros, Água Sanitária, Pasta de Dente, Desinfetante",8,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T5526,2025-05-03 03:24:16.613879,"Desentupidor, Álcool 70%, Inseticida, Limpa Vidros, Água Sanitária, Pasta de Dente",6,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T5527,2025-05-29 09:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos, Gin",4,"Cervejas, Destilados, Acompanhamentos"
T5528,2025-03-04 10:24:16.613879,"Sabão em Pó, Azeitona, Gin, Álcool 70%, Cerveja Artesanal, Lenço Umedecido, Vinho Tinto Seco, Farinha de Mandioca",8,"Destilados, Massas, Limpeza Geral, Bebês, Cervejas, Vinhos, Acompanhamentos"
T5529,2025-05-16 10:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T5530,2025-03-22 11:24:16.613879,"Desinfetante, Limpa-Fornos, Multiuso, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T5531,2025-02-12 07:24:16.613879,"Vinho Branco, Cerveja Weiss, Cerveja Zero Álcool, Rum, Farinha de Trigo, Condicionador, Farinha de Mandioca, Pasta de Dente, Cerveja IPA, Tequila, Cachaça, Vodka, Álcool 70%, Gin",14,"Destilados, Massas, Limpeza Pessoal, Vinhos, Limpeza Geral, Cervejas"
T5532,2025-02-16 02:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T5533,2025-04-04 03:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó, Álcool 70%",4,"Limpeza Geral, Limpeza Pesada"
T5534,2025-01-17 05:24:16.613879,"Fralda M, Lenço Umedecido, Mamadeira, Papinha, Fralda G, Leite em Pó",6,Bebês
T5535,2025-04-12 07:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T5536,2025-05-25 01:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T5537,2025-03-31 03:24:16.613879,"Fralda M, Fralda XG, Mamadeira, Fralda G, Leite em Pó",5,Bebês
T5538,2025-05-14 03:24:16.613879,"Álcool 70%, Limpa Vidros, Amaciante, Pasta de Dente, Saco de Lixo",5,"Limpeza Pessoal, Limpeza Geral"
T5539,2025-02-04 03:24:16.613879,"Arroz Branco, Sabonete Líquido, Feijão Carioca, Óleo de Soja, Fio Dental",5,"Grãos, Limpeza Pessoal"
T5540,2025-04-16 06:24:16.613879,"Álcool 70%, Desinfetante, Sabão em Pó, Amendoim",4,"Limpeza Pesada, Limpeza Geral, Acompanhamentos"
T5541,2025-05-29 07:24:16.613879,"Castanha de Caju, Saco de Lixo, Cerveja Pilsen, Salgadinhos, Arroz Integral, Vinho Branco, Tábua de Queijos, Fralda P, Batata Chips, Cerveja IPA, Sabão em Pó, Desinfetante, Vinho Rosé, Macarrão Instantâneo",14,"Limpeza Pesada, Massas, Bebês, Vinhos, Limpeza Geral, Cervejas, Grãos, Acompanhamentos"
T5542,2025-05-03 23:24:16.613879,"Arroz Branco, Farinha de Trigo, Tequila, Multiuso, Cerveja Pilsen, Fralda XG, Amaciante, Leite em Pó, Fralda P, Lenço Umedecido, Papinha, Torradas, Arroz Integral, Creme de Barbear, Água Sanitária, Fio Dental, Vinho Branco, Desentupidor",18,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T5543,2025-01-20 00:24:16.613879,"Desinfetante, Feijão Preto, Chupeta, Sabonete Líquido",4,"Grãos, Limpeza Pessoal, Limpeza Pesada, Bebês"
T5544,2025-01-18 11:24:16.613879,"Álcool 70%, Multiuso, Amaciante, Sabão em Pó, Desinfetante, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T5545,2024-12-29 00:24:16.613879,"Farinha de Mandioca, Shampoo, Fralda P, Feijão Carioca, Vinho Branco, Tábua de Queijos, Macarrão Parafuso, Vinho Tinto Seco, Tequila, Arroz Integral, Fralda XG",11,"Destilados, Massas, Limpeza Pessoal, Vinhos, Bebês, Grãos, Acompanhamentos"
T5546,2025-05-08 10:24:16.613879,"Arroz Branco, Feijão Carioca, Álcool 70%, Limpa Vidros, Óleo de Soja, Multiuso, Saco de Lixo",7,"Grãos, Limpeza Geral"
T5547,2025-06-16 06:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T5548,2025-02-23 07:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T5549,2025-03-18 10:24:16.613879,"Desentupidor, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó",5,"Limpeza Geral, Limpeza Pesada"
T5550,2025-06-08 02:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T5551,2025-05-26 07:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T5552,2025-05-15 10:24:16.613879,"Pão Francês, Manteiga, Fralda M, Lenço Umedecido, Fralda XG, Fralda G, Leite Integral",7,Bebês
T5553,2025-01-25 08:24:16.613879,"Vinho Tinto Seco, Tábua de Queijos, Amaciante, Arroz Branco, Cerveja Weiss, Fralda P",6,"Bebês, Limpeza Geral, Vinhos, Cervejas, Grãos, Acompanhamentos"
T5554,2025-01-17 06:24:16.613879,Farinha de Trigo,1,Massas
T5555,2025-03-22 08:24:16.613879,"Fralda M, Lenço Umedecido, Fralda P, Papinha, Pomada Assadura",5,Bebês
T5556,2025-04-22 10:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips",3,"Cervejas, Acompanhamentos"
T5557,2025-02-02 06:24:16.613879,"Rum, Vodka, Gin, Whisky, Cerveja IPA, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Destilados, Acompanhamentos"
T5558,2025-04-01 08:24:16.613879,"Cachaça, Rum, Gin, Whisky, Cerveja IPA, Castanha de Caju, Tábua de Queijos, Tequila",8,"Cervejas, Destilados, Acompanhamentos"
T5559,2025-05-31 02:24:16.613879,"Pomada Assadura, Cerveja Lager, Tequila, Feijão Preto, Papinha",5,"Cervejas, Grãos, Destilados, Bebês"
T5560,2025-04-10 08:24:16.613879,"Limpa-Fornos, Inseticida, Detergente Industrial, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",7,"Limpeza Geral, Limpeza Pesada"
T5561,2025-05-10 08:24:16.613879,Vinho Tinto Seco,1,Vinhos
T5562,2025-01-30 08:24:16.613879,"Rum, Vodka, Cerveja IPA, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Destilados, Acompanhamentos"
T5563,2025-04-19 08:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T5564,2025-01-09 07:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo, Álcool 70%",4,"Limpeza Geral, Limpeza Pesada"
T5565,2025-06-10 10:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss",3,"Cervejas, Acompanhamentos"
T5566,2025-02-19 05:24:16.613879,"Macarrão Penne, Grão-de-Bico, Cerveja Pilsen, Sabonete Líquido, Cerveja Lager, Biscoito Salgado, Feijão Carioca, Inseticida",8,"Limpeza Pesada, Massas, Limpeza Pessoal, Cervejas, Grãos, Acompanhamentos"
T5567,2025-02-17 01:24:16.613879,"Feijão Preto, Salgadinhos, Multiuso, Torradas, Fralda G, Cerveja Zero Álcool, Lenço Umedecido, Gin, Cerveja Weiss, Sabão em Pó, Whisky, Castanha de Caju",12,"Destilados, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5568,2025-04-06 04:24:16.613879,"Amendoim, Rum, Cerveja Pilsen, Batata Chips",4,"Cervejas, Destilados, Acompanhamentos"
T5569,2025-02-19 01:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss",3,"Cervejas, Acompanhamentos"
T5570,2025-01-26 04:24:16.613879,"Cachaça, Fio Dental, Macarrão Instantâneo, Fralda G, Detergente Industrial, Batata Chips, Chupeta, Saco de Lixo, Shampoo, Amaciante, Biscoito Salgado, Tequila",12,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Acompanhamentos"
T5571,2025-05-27 00:24:16.613879,"Vodka, Whisky, Cerveja IPA, Castanha de Caju, Tábua de Queijos",5,"Cervejas, Destilados, Acompanhamentos"
T5572,2025-03-28 04:24:16.613879,"Espumante, Lenço Umedecido, Rum, Álcool 70%, Pasta de Dente, Pasta de Amendoim, Limpa-Fornos, Tábua de Queijos, Vinho Tinto Seco, Creme de Barbear",10,"Destilados, Limpeza Pesada, Limpeza Pessoal, Bebês, Limpeza Geral, Vinhos, Acompanhamentos"
T5573,2025-03-08 10:24:16.613879,"Azeitona, Cachaça, Whisky, Cerveja Weiss, Biscoito de Polvilho",5,"Cervejas, Destilados, Acompanhamentos"
